bhk,price,which_floor,bathrooms,balcony,parking,location,buildup_area_sqft,is_ready_to_move,furnishing,age_category,latitude,longitude
2.0,1.35,Higher,2.0,0.0,1.0,Mira Road East,1070.0,1,Fully Furnished,Mid Age,19.286025,72.868886
1.0,1.22,Unknown,2.0,0.0,1.0,Powai,550.0,0,Unknown,Mid Age,19.1187195,72.9073476
3.0,5.5,Middle,3.0,1.0,1.0,Ghatkopar West,1950.0,1,Unfurnished,Relatively New,19.0897439,72.9048035
1.0,0.8,Middle,1.0,0.0,1.0,Bhayandar West,620.0,1,Unknown,Mid Age,19.3016,72.8497
2.0,2.3,Middle,2.0,0.0,1.0,Malad West,900.0,1,Fully Furnished,Mid Age,19.1852851,72.8358611
1.0,0.92,Middle,1.0,0.0,0.0,Chembur,500.0,1,Semi Furnished,Mid Age,19.054818,72.8979713
2.0,3.25,Higher,2.0,3.0,3.0,Sion,1200.0,1,Semi Furnished,Mid Age,19.0465213,72.8632834
1.0,1.2,Higher,2.0,0.0,1.0,Kandivali West,490.0,1,Semi Furnished,Relatively New,19.2055321,72.8399273
2.0,1.35,Lower,2.0,2.0,2.0,Mira Road East,1188.0,1,Semi Furnished,New,19.286025,72.868886
3.0,3.59,Unknown,3.0,0.0,2.0,Vile Parle East,1400.0,1,Unknown,Relatively New,19.1097455,72.8365427
1.0,0.25,Middle,3.0,0.0,1.0,Naigaon East,550.0,1,Unfurnished,Relatively New,19.0137704,72.846317
1.0,1.02,Higher,2.0,0.0,0.0,Borivali West,600.0,1,Unknown,Old,19.2298129,72.8471376
1.0,1.0,Higher,2.0,1.0,0.0,Kandivali East,610.0,1,Unfurnished,Mid Age,19.2051958,72.8626165
2.0,1.55,Middle,1.0,0.0,1.0,Borivali West,790.0,1,Unfurnished,Mid Age,19.2298129,72.8471376
2.0,1.85,Higher,2.0,0.0,2.0,Mulund East,650.0,1,Unfurnished,New,19.1704719,72.9610447
2.0,1.2,Higher,2.0,0.0,1.0,Bhandup West,600.0,1,Semi Furnished,Old,19.1462636,72.9339461
3.0,2.86,Higher,3.0,1.0,2.0,Kanjurmarg West,955.0,1,Semi Furnished,Relatively New,19.1321171,72.9273332
3.0,2.45,Middle,3.0,4.0,1.0,Chembur,1350.0,1,Unfurnished,Relatively New,19.054818,72.8979713
1.0,0.53,Lower,1.0,2.0,2.0,Thane West,670.0,1,Semi Furnished,Relatively New,19.2596635,72.9690861
3.0,9.24,Higher,2.0,2.0,2.0,Powai,1950.0,1,Semi Furnished,New,19.1187195,72.9073476
1.0,0.98,Middle,2.0,0.0,1.0,Vikhroli East,560.0,1,Unknown,Mid Age,19.1172592,72.9355194
4.0,11.4,Lower,5.0,0.0,5.0,Worli,2800.0,1,Unknown,Mid Age,18.9988405,72.8170327
1.0,0.98,Middle,2.0,0.0,0.0,Kandivali East,585.0,1,Semi Furnished,Old,19.2051958,72.8626165
3.0,4.15,Lower,2.0,1.0,1.0,Andheri West,1295.0,1,Unfurnished,Mid Age,19.1172495,72.833968
2.0,1.8,Lower,2.0,0.0,1.0,Kandivali East,820.0,1,Unfurnished,New,19.2051958,72.8626165
2.0,2.95,Unknown,2.0,0.0,1.0,Dadar East,900.0,1,Unknown,Relatively New,19.0162531,72.8522274
2.0,3.17,Unknown,2.0,0.0,1.0,Chembur,900.0,1,Unknown,Relatively New,19.054818,72.8979713
3.0,9.08,Unknown,3.0,0.0,2.0,Lower Parel,1400.0,1,Unknown,Relatively New,18.99568,72.8302756
3.0,5.76,Middle,1.0,0.0,2.0,Jogeshwari East,1965.0,1,Unfurnished,Relatively New,19.1429467,72.8551559
2.0,1.67,Lower,2.0,1.0,2.0,Mulund West,925.0,1,Fully Furnished,Mid Age,19.1719717,72.9511956
3.0,3.7,Higher,2.0,1.0,3.0,Bhandup West,1900.0,1,Unfurnished,Relatively New,19.1462636,72.9339461
1.0,0.75,Lower,2.0,2.0,0.0,Mira Road East,550.0,1,Unknown,Relatively New,19.286025,72.868886
3.0,4.35,Middle,3.0,1.0,1.0,Mulund West,1680.0,1,Semi Furnished,Mid Age,19.1719717,72.9511956
3.0,1.05,Middle,3.0,3.0,1.0,Mira Road East,900.0,1,Semi Furnished,Mid Age,19.286025,72.868886
3.0,5.01,Unknown,3.0,0.0,2.0,Ghatkopar East,1400.0,1,Unknown,Relatively New,19.0833438,72.9123246
4.0,11.0,Higher,4.0,3.0,2.0,Chembur,2856.0,1,Unfurnished,Relatively New,19.054818,72.8979713
4.0,17.5,Lower,1.0,0.0,3.0,Prabhadevi,3500.0,1,Semi Furnished,Mid Age,19.0074717,72.8358965
4.0,14.07,Unknown,4.0,0.0,2.0,Mahalaxmi,2200.0,1,Unknown,Relatively New,19.105218,72.828165
2.0,2.4,Middle,2.0,0.0,1.0,Santacruz East,1000.0,1,Unfurnished,New,19.0781806,72.8677752
1.0,0.2,Lower,1.0,0.0,1.0,Virar East,460.0,1,Unfurnished,Mid Age,19.4553,72.8224
2.0,2.5,Middle,2.0,0.0,1.0,Santacruz East,880.0,1,Unknown,Relatively New,19.0781806,72.8677752
2.0,1.35,Higher,2.0,1.0,2.0,Kurla East,950.0,1,Semi Furnished,Relatively New,19.0628944,72.8825604
2.0,1.67,Unknown,2.0,0.0,1.0,Ghatkopar East,900.0,1,Unknown,Relatively New,19.0833438,72.9123246
1.0,1.18,Higher,2.0,0.0,1.0,Chembur,490.0,1,Semi Furnished,New,19.054818,72.8979713
3.0,4.25,Middle,3.0,0.0,1.0,Borivali West,1600.0,1,Semi Furnished,Relatively New,19.2298129,72.8471376
3.0,2.56,Middle,3.0,1.0,3.0,Bhandup West,1250.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
1.0,0.9,Unknown,2.0,0.0,0.0,Mulund West,500.0,0,Unknown,Relatively New,19.1719717,72.9511956
2.0,0.77,Higher,2.0,2.0,2.0,Dahisar East,805.0,1,Unknown,Mid Age,19.2599822,72.8598732
2.0,2.2,Higher,2.0,0.0,1.0,Goregaon East,870.0,1,Semi Furnished,Relatively New,19.1692623,72.8552548
2.0,2.02,Unknown,2.0,0.0,1.0,Kurla East,900.0,1,Unknown,Relatively New,19.0628944,72.8825604
1.0,1.42,Unknown,2.0,0.0,0.0,Santacruz East,625.0,0,Unknown,Relatively New,19.0781806,72.8677752
2.0,1.06,Middle,2.0,0.0,2.0,Mira Road East,981.0,1,Semi Furnished,Mid Age,19.286025,72.868886
2.0,0.6,Higher,2.0,2.0,1.0,Nalasopara West,1070.0,1,Semi Furnished,Relatively New,19.012455,72.835058
2.0,2.0,Lower,2.0,0.0,2.0,Kanjurmarg West,910.0,1,Unfurnished,Relatively New,19.1321171,72.9273332
1.0,1.08,Higher,2.0,0.0,2.0,Bhandup West,465.0,1,Unfurnished,Relatively New,19.1462636,72.9339461
2.0,1.95,Middle,2.0,0.0,1.0,Kanjurmarg East,1245.0,1,Unfurnished,Relatively New,19.124102,72.9385562
1.0,1.05,Lower,2.0,0.0,1.0,Borivali West,550.0,1,Unfurnished,New,19.2298129,72.8471376
2.0,2.65,Middle,2.0,1.0,1.0,Andheri East,1150.0,1,Semi Furnished,Mid Age,19.1158835,72.854202
2.0,1.92,Middle,2.0,0.0,2.0,Dahisar East,900.0,1,Unknown,Relatively New,19.2599822,72.8598732
3.0,6.5,Higher,3.0,0.0,2.0,Santacruz West,1400.0,1,Unknown,Mid Age,19.0844004,72.8372899
3.0,3.2,Unknown,3.0,0.0,1.0,Andheri West,900.0,0,Unknown,Mid Age,19.1172495,72.833968
2.0,2.76,Unknown,2.0,0.0,1.0,Andheri East,900.0,1,Unknown,Relatively New,19.1158835,72.854202
4.0,1.15,Middle,3.0,0.0,0.0,Goregaon East,1475.0,1,Unknown,Mid Age,19.1692623,72.8552548
1.0,0.92,Unknown,2.0,0.0,1.0,Dahisar East,511.0,0,Unknown,Relatively New,19.2599822,72.8598732
1.0,1.1,Middle,2.0,0.0,1.0,Borivali West,600.0,1,Fully Furnished,Relatively New,19.2298129,72.8471376
2.0,1.22,Middle,2.0,0.0,1.0,Bhayandar East,1060.0,1,Unfurnished,Relatively New,19.3076,72.862
1.0,0.34,Middle,2.0,0.0,1.0,Naigaon East,590.0,1,Unfurnished,Mid Age,19.0137704,72.846317
3.0,3.07,Unknown,3.0,0.0,2.0,Kanjurmarg East,1400.0,1,Unknown,Relatively New,19.124102,72.9385562
2.0,2.3,Lower,2.0,0.0,1.0,Jogeshwari West,1080.0,1,Semi Furnished,Mid Age,19.136394,72.8373817
3.0,5.24,Middle,3.0,0.0,2.0,Vikhroli East,1583.0,1,Unknown,Relatively New,19.1172592,72.9355194
1.0,1.2,Middle,2.0,0.0,0.0,Wadala East,575.0,1,Unfurnished,Mid Age,19.0210175,72.8568955
2.0,1.6,Middle,2.0,0.0,2.0,Kandivali West,650.0,1,Fully Furnished,Relatively New,19.2055321,72.8399273
1.0,1.05,Higher,2.0,2.0,2.0,Bhandup West,790.0,1,Semi Furnished,Mid Age,19.1462636,72.9339461
2.0,1.45,Higher,2.0,0.0,1.0,Borivali West,750.0,1,Unfurnished,Old,19.2298129,72.8471376
2.0,0.42,Higher,1.0,2.0,2.0,Nalasopara West,940.0,1,Unknown,Mid Age,19.012455,72.835058
1.0,1.15,Higher,2.0,0.0,1.0,Goregaon West,550.0,0,Semi Furnished,Relatively New,19.1633281,72.8411995
2.0,6.75,Higher,2.0,0.0,1.0,Khar West,1150.0,1,Semi Furnished,Old,19.0698569,72.829799
4.0,18.7,Middle,4.0,0.0,3.0,Andheri West,4410.0,1,Unfurnished,Relatively New,19.1172495,72.833968
1.0,0.31,Middle,3.0,0.0,1.0,Naigaon East,547.0,1,Unknown,New,19.0137704,72.846317
2.0,1.6,Lower,2.0,1.0,1.0,Jogeshwari West,860.0,1,Unfurnished,Relatively New,19.136394,72.8373817
5.0,10.0,Higher,6.0,4.0,6.0,Mumbai Central,2580.0,1,Fully Furnished,Mid Age,18.9695855,72.8193152
3.0,3.25,Lower,3.0,0.0,2.0,Santacruz East,1140.0,1,Semi Furnished,Mid Age,19.0781806,72.8677752
2.0,3.18,Unknown,2.0,0.0,1.0,Andheri West,900.0,1,Unknown,Relatively New,19.1172495,72.833968
2.0,5.75,Middle,2.0,0.0,1.0,Juhu,1150.0,1,Semi Furnished,Old,19.1070215,72.8275275
2.0,2.6,Lower,2.0,0.0,1.0,Chembur,860.0,0,Unknown,Relatively New,19.054818,72.8979713
3.0,4.8,Middle,4.0,0.0,1.0,Parel,1850.0,1,Semi Furnished,Relatively New,18.9883872,72.8394086
2.0,4.7,Middle,2.0,0.0,2.0,Vile Parle East,1024.0,1,Unknown,Mid Age,19.1097455,72.8365427
4.0,13.75,Unknown,4.0,0.0,2.0,Wadala,2200.0,1,Unknown,Relatively New,19.0210175,72.8568955
1.0,1.6,Higher,3.0,0.0,2.0,Parel,510.0,1,Semi Furnished,Relatively New,18.9883872,72.8394086
2.0,3.1,Unknown,2.0,0.0,1.0,Mulund West,900.0,1,Unknown,Relatively New,19.1719717,72.9511956
3.0,4.5,Higher,2.0,0.0,1.0,Bandra East,1300.0,1,Unfurnished,Mid Age,19.0616565,72.8498111
4.0,3.34,Middle,1.0,0.0,2.0,Bhandup West,1890.0,1,Unfurnished,Mid Age,19.1462636,72.9339461
3.0,2.75,Lower,3.0,0.0,1.0,Bhandup West,1172.0,1,Fully Furnished,Old,19.1462636,72.9339461
3.0,3.15,Lower,3.0,0.0,1.0,Vile Parle East,1500.0,1,Unfurnished,New,19.1097455,72.8365427
2.0,1.49,Higher,2.0,1.0,2.0,Chembur,528.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
4.0,14.0,Higher,4.0,0.0,3.0,Santacruz West,3200.0,1,Fully Furnished,Relatively New,19.0844004,72.8372899
2.0,2.48,Unknown,2.0,0.0,1.0,Santacruz East,900.0,1,Unknown,Relatively New,19.0781806,72.8677752
3.0,4.3,Middle,3.0,2.0,2.0,Andheri West,1600.0,1,Unfurnished,Relatively New,19.1172495,72.833968
1.0,0.37,Middle,2.0,2.0,1.0,Virar West,620.0,1,Unfurnished,Relatively New,19.455,72.811
2.0,2.15,Middle,2.0,0.0,1.0,Kanjurmarg East,1200.0,1,Semi Furnished,New,19.124102,72.9385562
2.0,2.15,Middle,2.0,0.0,1.0,Andheri West,600.0,1,Unfurnished,Mid Age,19.1172495,72.833968
1.0,0.3,Middle,2.0,0.0,1.0,Virar West,625.0,1,Unknown,Mid Age,19.455,72.811
4.0,11.34,Unknown,4.0,0.0,2.0,Malad East,2200.0,1,Unknown,Relatively New,19.1860219,72.8563181
2.0,1.76,Middle,2.0,0.0,1.0,Kandivali East,900.0,1,Semi Furnished,Relatively New,19.2051958,72.8626165
4.0,18.0,Higher,1.0,0.0,3.0,Santacruz West,3500.0,1,Fully Furnished,Mid Age,19.0844004,72.8372899
1.0,0.29,Middle,2.0,0.0,1.0,Naigaon East,530.0,1,Unfurnished,Relatively New,19.0137704,72.846317
2.0,0.85,Higher,1.0,0.0,2.0,Vasai West,930.0,1,Unknown,Mid Age,19.3919,72.8054
2.0,0.36,Middle,2.0,0.0,1.0,Naigaon East,950.0,1,Unknown,Mid Age,19.0137704,72.846317
1.0,1.3,Middle,1.0,0.0,0.0,Kanjurmarg East,600.0,1,Semi Furnished,Relatively New,19.124102,72.9385562
1.0,1.32,Lower,2.0,0.0,1.0,Mulund East,625.0,1,Unfurnished,New,19.1704719,72.9610447
4.0,9.0,Middle,3.0,2.0,3.0,Worli,1400.0,1,Semi Furnished,Mid Age,18.9988405,72.8170327
2.0,1.8,Higher,2.0,0.0,1.0,Wadala East,950.0,1,Semi Furnished,Mid Age,19.0210175,72.8568955
2.0,3.5,Lower,3.0,2.0,1.0,Dadar West,675.0,1,Semi Furnished,Mid Age,19.0238887,72.8382236
1.0,0.92,Lower,1.0,0.0,1.0,Mulund West,307.0,1,Unfurnished,New,19.1719717,72.9511956
3.0,3.25,Higher,2.0,0.0,1.0,Chembur,1300.0,1,Unfurnished,Relatively New,19.054818,72.8979713
3.0,3.85,Lower,3.0,0.0,2.0,Borivali East,1400.0,1,Unfurnished,New,19.2187187,72.8654856
2.0,0.47,Unknown,3.0,0.0,4.0,Naigaon West,775.0,1,Unknown,Old,19.3515,72.8467
3.0,6.25,Unknown,3.0,2.0,3.0,Chembur,2105.0,0,Unknown,Relatively New,19.054818,72.8979713
2.0,1.8,Middle,2.0,0.0,1.0,Borivali East,980.0,1,Fully Furnished,Old,19.2187187,72.8654856
5.0,25.0,Middle,5.0,0.0,4.0,Andheri West,4700.0,1,Unknown,Relatively New,19.1172495,72.833968
1.0,1.1,Middle,2.0,0.0,0.0,Mulund East,650.0,1,Semi Furnished,New,19.1704719,72.9610447
1.0,0.65,Lower,2.0,3.0,1.0,Mira Road East,650.0,1,Unfurnished,Relatively New,19.286025,72.868886
3.0,2.7,Higher,1.0,0.0,2.0,Andheri West,1550.0,1,Semi Furnished,Old,19.1172495,72.833968
2.0,2.24,Unknown,2.0,0.0,1.0,Mulund East,900.0,1,Unknown,Relatively New,19.1704719,72.9610447
1.0,1.35,Lower,2.0,1.0,1.0,Borivali West,580.0,1,Unfurnished,New,19.2298129,72.8471376
1.0,0.93,Lower,2.0,1.0,0.0,Borivali East,580.0,1,Unfurnished,New,19.2187187,72.8654856
2.0,1.45,Middle,2.0,0.0,1.0,Kanjurmarg East,777.0,1,Semi Furnished,New,19.124102,72.9385562
1.0,1.8,Lower,2.0,0.0,1.0,Chembur,800.0,1,Semi Furnished,Mid Age,19.054818,72.8979713
2.0,2.7,Lower,2.0,0.0,1.0,Andheri West,1060.0,1,Fully Furnished,Relatively New,19.1172495,72.833968
1.0,0.17,Middle,1.0,2.0,1.0,Nalasopara West,550.0,1,Semi Furnished,Relatively New,19.012455,72.835058
4.0,11.0,Lower,4.0,4.0,2.0,Powai,4500.0,1,Semi Furnished,Mid Age,19.1187195,72.9073476
2.0,2.1,Middle,2.0,0.0,1.0,Chembur,750.0,1,Semi Furnished,New,19.054818,72.8979713
1.0,0.38,Higher,1.0,0.0,1.0,Vasai West,530.0,1,Semi Furnished,Old,19.3919,72.8054
3.0,2.65,Lower,3.0,2.0,1.0,Bhandup West,920.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
2.0,1.3,Middle,3.0,0.0,1.0,Mira Road East,750.0,1,Semi Furnished,Mid Age,19.286025,72.868886
1.0,0.27,Middle,1.0,1.0,1.0,Nalasopara West,515.0,1,Semi Furnished,Mid Age,19.012455,72.835058
1.0,0.32,Higher,2.0,3.0,1.0,Virar West,650.0,1,Semi Furnished,Relatively New,19.455,72.811
5.0,37.62,Unknown,4.0,0.0,2.0,Lower Parel,3050.0,1,Unknown,Mid Age,18.99568,72.8302756
4.0,11.25,Middle,4.0,4.0,3.0,Lower Parel,2600.0,1,Fully Furnished,Mid Age,18.99568,72.8302756
2.0,3.5,Middle,2.0,0.0,2.0,Byculla,950.0,1,Fully Furnished,Mid Age,18.9766219,72.8327936
3.0,2.49,Lower,3.0,0.0,1.0,Kandivali East,1200.0,1,Semi Furnished,New,19.2051958,72.8626165
3.0,2.38,Higher,3.0,0.0,2.0,Borivali East,1050.0,1,Unfurnished,New,19.2187187,72.8654856
2.0,1.75,Middle,2.0,0.0,2.0,Mulund West,750.0,1,Unfurnished,Mid Age,19.1719717,72.9511956
4.0,8.23,Middle,3.0,3.0,2.0,Andheri West,2100.0,1,Unfurnished,Relatively New,19.1172495,72.833968
1.0,1.0,Lower,2.0,0.0,0.0,Borivali East,554.0,1,Semi Furnished,Mid Age,19.2187187,72.8654856
2.0,3.0,Middle,2.0,0.0,1.0,Andheri West,1100.0,1,Fully Furnished,Mid Age,19.1172495,72.833968
2.0,5.25,Middle,2.0,0.0,1.0,Colaba,1000.0,1,Semi Furnished,Old,18.9219661,72.8345657
4.0,3.42,Unknown,4.0,0.0,2.0,Jogeshwari,2200.0,1,Unknown,Relatively New,19.1348994,72.8488199
4.0,14.9,Middle,4.0,0.0,2.0,Andheri West,3500.0,1,Unknown,Old,19.1172495,72.833968
1.0,0.35,Middle,1.0,2.0,1.0,Naigaon East,610.0,1,Unfurnished,New,19.0137704,72.846317
3.0,8.0,Higher,2.0,1.0,1.0,Chembur,1755.0,1,Semi Furnished,New,19.054818,72.8979713
1.0,1.35,Middle,2.0,1.0,1.0,Madh,745.0,1,Unfurnished,Mid Age,19.1375285,72.7918857
1.0,1.3,Unknown,2.0,0.0,1.0,Mulund West,555.0,0,Unknown,Relatively New,19.1719717,72.9511956
1.0,0.45,Lower,2.0,0.0,1.0,Mira Road East,396.0,1,Unfurnished,New,19.286025,72.868886
3.0,5.75,Middle,3.0,0.0,0.0,Juhu,1140.0,1,Semi Furnished,Relatively New,19.1070215,72.8275275
3.0,6.8,Higher,4.0,0.0,2.0,Goregaon East,2195.0,1,Semi Furnished,Relatively New,19.1692623,72.8552548
2.0,3.7,Middle,2.0,0.0,2.0,Powai,1050.0,1,Fully Furnished,Relatively New,19.1187195,72.9073476
3.0,4.25,Higher,3.0,0.0,1.0,Vile Parle East,1250.0,1,Semi Furnished,New,19.1097455,72.8365427
1.0,1.0,Middle,3.0,0.0,1.0,Dahisar West,600.0,1,Unfurnished,Mid Age,19.248875,72.852959
1.0,0.95,Unknown,2.0,0.0,0.0,Chembur,455.0,0,Unknown,Relatively New,19.054818,72.8979713
2.0,1.6,Higher,2.0,0.0,1.0,Borivali West,800.0,1,Fully Furnished,Mid Age,19.2298129,72.8471376
3.0,1.62,Middle,3.0,0.0,2.0,Kanjurmarg East,1180.0,1,Semi Furnished,Relatively New,19.124102,72.9385562
3.0,1.99,Lower,3.0,2.0,1.0,Mira Road East,1665.0,1,Semi Furnished,Mid Age,19.286025,72.868886
3.0,8.5,Middle,3.0,0.0,2.0,Worli,2100.0,1,Semi Furnished,Relatively New,18.9988405,72.8170327
1.0,0.86,Lower,2.0,0.0,1.0,Kurla East,600.0,0,Unfurnished,Relatively New,19.0628944,72.8825604
3.0,3.15,Lower,3.0,0.0,1.0,Santacruz East,1200.0,1,Unfurnished,New,19.0781806,72.8677752
1.0,0.62,Middle,2.0,0.0,0.0,Lower Parel,550.0,1,Unfurnished,New,18.99568,72.8302756
3.0,3.99,Unknown,3.0,0.0,3.0,Mulund West,1926.0,0,Unknown,Relatively New,19.1719717,72.9511956
1.0,0.3,Higher,2.0,2.0,0.0,Virar West,650.0,1,Unfurnished,Relatively New,19.455,72.811
4.0,25.0,Higher,1.0,0.0,4.0,Juhu,4000.0,1,Unknown,Mid Age,19.1070215,72.8275275
2.0,1.1,Middle,2.0,4.0,2.0,Mira Road East,1060.0,1,Unfurnished,Relatively New,19.286025,72.868886
2.0,2.65,Middle,2.0,1.0,1.0,Chembur,900.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
3.0,1.32,Middle,3.0,0.0,1.0,Mira Road East,1300.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,1.33,Middle,1.0,1.0,0.0,Byculla,742.0,1,Unfurnished,Mid Age,18.9766219,72.8327936
1.0,0.65,Lower,2.0,3.0,2.0,Mira Road East,660.0,1,Unfurnished,Relatively New,19.286025,72.868886
4.0,7.75,Higher,4.0,2.0,2.0,Powai,2512.0,0,Semi Furnished,Relatively New,19.1187195,72.9073476
4.0,6.5,Unknown,4.0,0.0,0.0,Khar West,2200.0,0,Unknown,Relatively New,19.0698569,72.829799
1.0,0.71,Middle,2.0,3.0,0.0,Mira Road East,750.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,0.58,Unknown,2.0,2.0,1.0,Mira Road East,650.0,0,Unknown,Relatively New,19.286025,72.868886
1.0,0.71,Higher,3.0,0.0,0.0,Mira Road East,750.0,1,Unfurnished,Mid Age,19.286025,72.868886
2.0,1.9,Middle,2.0,0.0,1.0,Chembur,1080.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
1.0,1.6,Higher,2.0,0.0,1.0,Byculla,550.0,1,Semi Furnished,Relatively New,18.9766219,72.8327936
3.0,5.5,Middle,3.0,1.0,1.0,Sion,1540.0,1,Semi Furnished,Relatively New,19.0465213,72.8632834
1.0,0.84,Lower,2.0,1.0,0.0,Malad West,600.0,1,Semi Furnished,Relatively New,19.1852851,72.8358611
1.0,1.2,Middle,2.0,0.0,1.0,Andheri East,680.0,1,Unfurnished,Mid Age,19.1158835,72.854202
1.0,1.7,Lower,1.0,0.0,1.0,Wadala,625.0,1,Fully Furnished,Relatively New,19.0210175,72.8568955
2.0,3.1,Middle,2.0,0.0,1.0,Prabhadevi,700.0,1,Unfurnished,New,19.0074717,72.8358965
2.0,3.18,Lower,2.0,0.0,1.0,Vile Parle East,808.0,1,Unfurnished,Relatively New,19.1097455,72.8365427
1.0,0.67,Lower,3.0,0.0,0.0,Mira Road East,756.0,1,Unfurnished,New,19.286025,72.868886
2.0,2.49,Unknown,2.0,0.0,1.0,Goregaon West,900.0,1,Unknown,Relatively New,19.1633281,72.8411995
1.0,2.1,Higher,2.0,2.0,2.0,Parel,660.0,1,Unknown,Mid Age,18.9883872,72.8394086
2.0,1.9,Middle,2.0,0.0,1.0,Bhandup West,809.0,1,Unfurnished,Mid Age,19.1462636,72.9339461
1.0,1.34,Higher,2.0,0.0,1.0,Andheri East,526.0,1,Unfurnished,New,19.1158835,72.854202
3.0,27.0,Middle,4.0,1.0,2.0,Worli,3000.0,1,Semi Furnished,Old,18.9988405,72.8170327
1.0,0.99,Middle,1.0,1.0,1.0,Chembur,530.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
2.0,2.19,Unknown,2.0,0.0,1.0,Borivali West,900.0,1,Unknown,Relatively New,19.2298129,72.8471376
4.0,4.41,Middle,4.0,0.0,2.0,Andheri East,1718.0,1,Unfurnished,Mid Age,19.1158835,72.854202
2.0,1.1,Higher,2.0,4.0,1.0,Mira Road East,965.0,1,Unfurnished,Mid Age,19.286025,72.868886
3.0,4.5,Middle,1.0,0.0,1.0,Parel,1600.0,1,Semi Furnished,Relatively New,18.9883872,72.8394086
1.0,1.0,Middle,2.0,0.0,1.0,Kandivali East,600.0,1,Unfurnished,New,19.2051958,72.8626165
2.0,2.4,Middle,2.0,0.0,1.0,Andheri West,935.0,1,Unfurnished,Relatively New,19.1172495,72.833968
2.0,1.85,Middle,2.0,0.0,2.0,Mulund East,850.0,1,Unfurnished,Relatively New,19.1704719,72.9610447
2.0,1.27,Unknown,2.0,0.0,1.0,Kurla East,750.0,0,Unknown,Relatively New,19.0628944,72.8825604
3.0,6.5,Lower,2.0,0.0,2.0,Goregaon East,1820.0,1,Semi Furnished,Relatively New,19.1692623,72.8552548
1.0,0.28,Middle,2.0,2.0,1.0,Virar West,675.0,1,Semi Furnished,New,19.455,72.811
2.0,1.86,Unknown,2.0,0.0,1.0,Malad West,900.0,1,Unknown,Relatively New,19.1852851,72.8358611
3.0,3.3,Middle,3.0,1.0,3.0,Kandivali East,980.0,1,Unfurnished,Mid Age,19.2051958,72.8626165
2.0,2.7,Higher,2.0,1.0,1.0,Chembur,1034.0,1,Semi Furnished,New,19.054818,72.8979713
2.0,1.25,Higher,2.0,1.0,0.0,Dahisar West,756.0,1,Unfurnished,Mid Age,19.248875,72.852959
2.0,1.12,Middle,2.0,0.0,1.0,Kurla East,766.0,1,Semi Furnished,Relatively New,19.0628944,72.8825604
1.0,1.01,Lower,2.0,0.0,1.0,Kandivali East,600.0,1,Unfurnished,Relatively New,19.2051958,72.8626165
3.0,3.0,Higher,3.0,0.0,2.0,Ghatkopar West,1550.0,1,Unfurnished,Mid Age,19.0897439,72.9048035
1.0,1.25,Higher,2.0,0.0,1.0,Borivali West,500.0,1,Unfurnished,Relatively New,19.2298129,72.8471376
2.0,2.2,Higher,2.0,0.0,2.0,Powai,2050.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
1.0,1.6,Unknown,2.0,0.0,1.0,Santacruz East,580.0,0,Unknown,Relatively New,19.0781806,72.8677752
3.0,2.8,Middle,2.0,0.0,1.0,Govandi,1025.0,1,Fully Furnished,Mid Age,19.0553688,72.9150702
1.0,0.28,Middle,1.0,2.0,1.0,Nalasopara West,595.0,1,Semi Furnished,Relatively New,19.012455,72.835058
1.0,1.05,Middle,2.0,1.0,1.0,Borivali West,600.0,1,Unfurnished,Mid Age,19.2298129,72.8471376
2.0,2.4,Lower,2.0,0.0,0.0,Dadar East,495.0,1,Unknown,New,19.0162531,72.8522274
1.0,0.72,Middle,2.0,3.0,1.0,Mira Road East,750.0,1,Semi Furnished,Relatively New,19.286025,72.868886
2.0,2.15,Lower,2.0,2.0,1.0,Powai,1050.0,1,Unfurnished,Relatively New,19.1187195,72.9073476
3.0,8.25,Unknown,3.0,0.0,2.0,Andheri West,1400.0,1,Unknown,Relatively New,19.1172495,72.833968
2.0,2.21,Unknown,4.0,0.0,1.0,Kandivali West,800.0,0,Unknown,Relatively New,19.2055321,72.8399273
2.0,1.8,Middle,2.0,0.0,1.0,Dahisar West,890.0,1,Unfurnished,New,19.248875,72.852959
1.0,0.28,Middle,1.0,2.0,2.0,Virar West,718.0,1,Unfurnished,Relatively New,19.455,72.811
3.0,5.35,Middle,3.0,0.0,1.0,Powai,1295.0,1,Unknown,Mid Age,19.1187195,72.9073476
2.0,1.3,Higher,2.0,3.0,1.0,Kandivali West,600.0,1,Unknown,Relatively New,19.2055321,72.8399273
1.0,0.99,Lower,2.0,0.0,1.0,Malad West,700.0,1,Semi Furnished,Relatively New,19.1852851,72.8358611
4.0,15.0,Higher,4.0,0.0,4.0,Andheri West,3000.0,1,Unknown,Relatively New,19.1172495,72.833968
3.0,4.8,Lower,3.0,2.0,1.0,Goregaon East,1820.0,1,Semi Furnished,Relatively New,19.1692623,72.8552548
